
**** VECTORS ****
time spent on the queue PolicyA.queue ($0=123, #0 - General-0-20220620-05:31:03-32256)		queue size after modification PolicyA.queue ($0=123, #0 - General-0-20220620-05:31:03-32256)		queue size per minute PolicyA.queue ($0=123, #0 - General-0-20220620-05:31:03-32256)		client processing order PolicyA.queue ($0=123, #0 - General-0-20220620-05:31:03-32256)		processing time with client order PolicyA.queue ($0=123, #0 - General-0-20220620-05:31:03-32256)		till processing order PolicyA.queue ($0=123, #0 - General-0-20220620-05:31:03-32256)		client total time in the till PolicyA.queue ($0=123, #0 - General-0-20220620-05:31:03-32256)	
		27290.019	7										
		27300.391	6										
		27342.496	7										
		27363.427	6										
		27366.2	5										
		27396.276	6										
		27420.593	5										
		27448.894	6										
		27461.572	5										
		27518.139	4										
		27525.075	5										
		27553.573	4										
		27553.976	3										
		27559.618	2										
		27563.336	1										
		27566.559	0										
		27568.666	1										
		27604.361	0										
		27632.634	0										
		27635.304	1										
		27637.836	2										
		27641.817	3										
		27711.527	2										
		27715.564	3										
		27757.455	4										
		27794.378	5										
		27808.243	4										
		27808.606	3										
		27815.07	2										
		27831.968	3										
		27832.09	2										
		27839.242	1										
		27841.767	0										
		27851.046	1										
		27854.973	2										
		27856.529	1										
		27889.44	0										
		27900.784	0										
		27977.488	1										
		27980.723	0										
		27999.035	1										
		28052.593	0										
		28062.368	1										
		28064.983	2										
		28066.166	3										
		28079.773	2										
		28106.428	1										
		28116.767	0										
		28119.022	1										
		28127.072	0										
		28135.457	0										
		28147.37	0										
		28177.266	0										
		28233.405	1										
		28234.354	2										
		28239.641	1										
		28245.311	2										
		28257.406	3										
		28258.287	2										
		28277.628	3										
		28286.588	4										
		28304.842	5										
		28328.638	6										
		28358.102	7										
		28365.27	8										
		28383.017	7										
		28390.244	6										
		28398.156	5										
		28399.503	6										
		28401.416	5										
		28405.657	4										
		28407.489	5										
		28418.957	4										
		28419.023	3										
		28431.771	2										
		28474.318	3										
		28492.932	4										
		28497.876	5										
		28531.416	4										
		28565.791	3										
		28626.911	4										
		28627.138	5										
		28640.834	6										
		28642.152	7										
		28661.541	8										
		28662.572	9										
		28663.118	8										
		28666.393	9										
		28670.856	8										
		28672.835	7										
		28688.892	8										
		28690.097	7										
		28693.252	6										
		28700.04	5										
		28704.805	6										
		28719.504	5										
		28747.447	4										
		28749.757	5										
		28760.369	6										
		28782.469	7										
		28834.418	6										
		28862.142	7										
		28866.475	8										
		28875.361	9										
		28889.04	10										
		28892.894	9										
		28893.993	10										
		28918.905	11										
		28924.097	12										
		28942.875	13										
		28946.639	12										
		28961.376	11										
		28962.421	10										
		28969.617	9										
		28971.648	8										
		28979.346	9										
		28988.501	10										
		29005.354	9										
		29014.255	10										
		29015.327	9										
		29051.3	8										
		29055.236	9										
		29088.379	10										
		29118.471	11										
		29126.721	12										
		29128.677	11										
		29130.95	12										
		29140.82	13										
		29155.377	14										
		29161.057	13										
		29161.581	14										
		29194.335	15										
		29199.061	16										
		29205.066	15										
		29205.463	16										
		29222.466	15										
		29233.451	14										
		29240.736	13										
		29261.165	14										
		29271.485	13										
		29274.462	12										
		29279.675	13										
		29300.067	12										
		29330.002	13										
		29346.932	14										
		29348.612	15										
		29355.847	16										
		29363.507	15										
		29395.474	16										
		29399.658	15										
		29453.629	16										
		29454.143	15										
		29458.841	16										
		29465.133	17										
		29496.859	16										
		29520.282	15										
		29521.031	14										
		29535.128	13										
		29566.883	12										
		29580.519	11										
		29609.295	10										
		29610.638	11										
		29611.855	10										
		29669.891	11										
		29697.732	10										
		29741.391	9										
		29750.239	8										
		29773.03	7										
		29795.297	8										
		29804.121	7										
		29814.087	6										
		29824.197	7										
		29858.952	6										
		29874.291	5										
		29881.765	4										
		29886.858	3										
		29959.653	4										
		29965.918	5										
		29980.384	4										
		30008.104	5										
		30016.806	4										
		30036.241	5										
		30045.578	4										
		30050.16	3										
		30050.263	4										
		30075.971	5										
		30079.675	4										
		30139.333	5										
		30142.582	4										
		30153.616	3										
		30154.618	2										
		30157.274	1										
		30208.108	0										
		30244.977	1										
		30263.972	2										
		30268.404	3										
		30272.046	2										
		30312.272	3										
		30314.186	4										
		30314.561	5										
		30322.062	4										
		30323.586	3										
		30327.661	2										
		30329.225	3										
		30336.829	4										
		30339.316	5										
		30342.147	6										
		30346.392	5										
		30368.802	6										
		30413.266	5										
		30414.462	4										
		30418.294	3										
		30443.178	4										
		30452.521	3										
		30512.981	2										
		30568.378	1										
		30596.499	2										
		30598.793	1										
		30602.088	0										
		30607.492	0										
		30614.422	1										
		30624.055	0										
		30676.595	0										
		30711.557	0										
		30740.239	0										
		30770.56	0										
		30817.937	0										
		30828.146	1										
		30840.661	0										
		30910.872	0										
		30942.337	0										
		31005.947	0										
		31018.989	0										
		31019.488	0										
		31023.905	0										
		31047.707	0										
		31136.843	0										
		31196.967	0										
		31423.483	0										
		31434.62	0										
		31463.841	0										
		31528.777	0										
		31547.726	0										
		31585.119	0										
		31608.485	0										
		31649.31	0										
		31653.325	0										
		31687.1	0										
		31719.894	0										
		31727.915	0										
		31742.655	1										
		31762.366	2										
		31772.212	1										
		31778.918	2										
		31804.892	1										
		31809.8	0										
		31810.655	1										
		31812.804	2										
		31865.877	3										
		31874.693	4										
		31877.799	5										
		31886.953	4										
		31917.041	5										
		31932.02	4										
		31944.515	3										
		31947.756	2										
		31956.732	1										
		31964.221	2										
		31987.476	1										
		31997.069	0										
		31999.592	1										
		32014.502	2										
		32046.94	1										
		32087.081	0										
		32087.981	1										
		32097.691	0										
		32122.752	1										
		32124.419	2										
		32170.259	1										
		32199.569	0										
		32209.162	1										
		32212.415	0										
		32262.481	0										
		32272.386	0										
		32282.327	0										
		32306.67	0										
		32322.662	0										
		32327.063	1										
		32344.334	2										
		32364.197	1										
		32388.771	2										
		32407.638	1										
		32441.528	2										
		32463.716	3										
		32465.213	2										
		32471.704	1										
		32494.227	0										
		32518.171	1										
		32524.882	0										
		32529.329	1										
		32530.322	2										
		32570.077	1										
		32579.231	2										
		32580.65	1										
		32584.021	0										
		32603.658	1										
		32604.669	0										
		32608.054	1										
		32652.774	2										
		32671.987	1										
		32713.66	0										
		32716.565	1										
		32727.963	2										
		32748.322	3										
		32749.584	2										
		32763.152	3										
		32769.714	2										
		32797.926	1										
		32799.769	0										
		32822.526	1										
		32824.313	2										
		32831.067	3										
		32831.297	2										
		32848.695	1										
		32878.011	0										
		32937.619	0										
		32940.842	1										
		32974.07	0										
		33031.543	0										
		33123.945	0										
		33128.243	0										
		33155.282	0										
		33174.182	0										
		33181.479	0										
		33181.821	0										
		33186.563	1										
		33187.055	2										
		33197.328	3										
		33215.125	4										
		33216.145	3										
		33226.052	2										
		33227.575	3										
		33234.009	2										
		33250.926	3										
		33266.488	4										
		33267.322	5										
		33283.638	4										
		33285.316	5										
		33297.699	6										
		33348.396	7										
		33350.371	8										
		33387.908	7										
		33405.808	6										
		33418.519	7										
		33429.769	8										
		33435.37	7										
		33435.525	6										
		33460.208	5										
		33476.923	4										
		33483.587	3										
		33484.805	2										
		33485.161	1										
		33503.582	2										
		33534.232	3										
		33539.11	4										
		33568.542	5										
		33580.97	4										
		33640.978	5										
		33644.278	4										
		33677.736	5										
		33684.938	6										
		33691.438	7										
		33714.637	6										
		33723.168	7										
		33723.568	8										
		33725.833	7										
		33744.725	6										
		33757.094	7										
		33761.599	6										
		33762.027	5										
		33763.766	4										
		33765.664	3										
		33836.262	2										
		33845.731	3										
		33876.934	2										
		33926.171	1										
		33929.886	2										
		33973.566	1										
		33990.972	2										
		33994.52	3										
		34016.246	2										
		34016.258	1										
		34017.141	2										
		34032.481	1										
		34037.388	0										
		34084.703	0										
		34092.465	0										
		34114.72	1										
		34135.302	0										
		34183.454	0										
		34227.843	0										
		34237.767	1										
		34238.955	0										
		34240.64	1										
		34244.31	2										
		34283.767	1										
		34295.214	0										
		34348.881	0										
		34363.713	0										
		34379.961	0										
		34425.419	0										
		34429.876	1										
		34432.711	0										
		34496.678	0										
		34498.608	1										
		34511.809	0										
		34525.25	1										
		34532.602	0										
		34587.457	1										
		34589.821	0										
		34607.256	0										
		34643.338	1										
		34661.28	0										
		34703.893	0										
		34720.243	0										
		34731.523	0										
		34741.983	0										
		34779.083	0										
		34795.882	0										
		34837.061	0										
		34893.212	0										
		34900.03	0										
		34972.656	1										
		34977.887	0										
		34984.983	1										
		34991.105	2										
		34998.518	3										
		35000.173	2										
		35004.524	1										
		35010.255	0										
		35105.139	0										
		35172.001	0										
		35231.504	0										
		35242.161	0										
		35246.894	0										
		35255.016	0										
		35277.028	0										
		35286.853	0										
		35302.849	0										
		35308.027	0										
		35329.925	1										
		35332.912	2										
		35381.041	3										
		35382.118	2										
		35414.825	3										
		35420.563	4										
		35455.827	3										
		35501.157	2										
		35512.082	3										
		35517.974	4										
		35521.141	3										
		35525.674	4										
		35530.507	3										
		35548.141	2										
		35559.365	3										
		35561.009	2										
		35564.556	1										
		35593.585	0										
		35596.753	1										
		35600.407	0										
		35609.128	1										
		35647.618	0										
		35650.399	1										
		35692.875	0										
		35799.982	0										
		35876.219	0										
		35909.077	0										
		35916.874	0										
		35927.168	0										
		35929.999	0										
		36008.348	0										
		36012.711	0										
		36018.393	0										
		36045.265	0										
		36056.822	1										
		36059.15	2										
		36064.514	3										
		36100.812	4										
		36120.755	3										
		36122.687	4										
		36150.722	3										
		36190.422	4										
		36196.716	3										
		36206.598	4										
		36207.477	3										
		36229.355	2										
		36234.044	1										
		36251.873	0										
		36304.92	0										
		36313.781	0										
		36400.648	0										
		36400.944	1										
		36422.547	0										
		36437.802	0										
		36440.744	1										
		36484.118	0										
		36498.857	0										
		36515.671	0										
		36565.127	0										
		36604.295	0										
		36621.668	0										
		36629.492	0										
		36709.419	0										
		36713.824	1										
		36722.222	0										
		36748.763	0										
		36794.324	0										
		36845.345	0										
		36961.361	0										
		36973.288	0										
		36992.146	0										
		37017.545	0										
		37034.094	0										
		37059.429	0										
		37090.727	0										
		37097.103	0										
		37139.735	0										
		37170.998	0										
		37183.615	1										
		37207.192	2										
		37219.028	1										
		37280.236	0										
		37295.711	0										
		37311.82	0										
		37388.769	0										
		37397.167	0										
		37399.141	0										
		37452.745	0										
		37540.439	0										
		37564.17	0										
		37565.713	0										
		37601.432	0										
		37611.35	0										
		37626.675	0										
		37646.363	0										
		37748.058	0										
		37767.617	0										
		37767.994	0										
		37784.605	1										
		37785.458	2										
		37801.724	3										
		37812.707	2										
		37830.476	3										
		37841.309	2										
		37845.28	1										
		37854.828	2										
		37870.5	1										
		37878.315	2										
		37879.022	3										
		37890.712	2										
		37900.785	1										
		37915.319	0										
		37961.163	1										
		38020.99	0										
		38093.544	0										
		38094.976	0										
		38171.715	0										
		38171.852	0										
		38178.982	0										
		38196.672	0										
		38321.799	0										
		38414.166	0										
		38460.642	0										
		38580.715	0										
		38666.615	0										
		38700.432	0										
		38715.136	0										
		38851.104	0										
		38854.844	0										
		38933.089	0										
		38942.855	0										
		38958.551	0										
		38958.689	0										
		38994.559	0										
		39051.753	0										
		39097.692	0										
		39126.291	0										
		39130.497	1										
		39150.651	2										
		39152.582	1										
		39158.227	0										
		39183.443	1										
		39202.503	2										
		39208.348	1										
		39216.761	0										
		39222.781	1										
		39222.981	0										
		39292.121	0										
		39319.668	0										
		39322.3	1										
		39330.592	0										
		39349.458	1										
		39365.634	2										
		39381.62	3										
		39384.928	4										
		39389.006	3										
		39410.227	4										
		39412.907	3										
		39428.953	2										
		39439.806	1										
		39460.178	2										
		39467.775	3										
		39495.577	2										
		39499.234	3										
		39510.992	2										
		39532.412	1										
		39551.355	2										
		39554.43	1										
		39586.643	2										
		39591.441	1										
		39594.365	2										
		39600.463	1										
		39643.883	2										
		39651.348	3										
		39655.008	4										
		39658.392	5										
		39666.763	4										
		39671.196	3										
		39676.598	4										
		39678.897	5										
		39714.809	4										
		39747.375	3										
		39773.86	4										
		39778.42	5										
		39787.909	4										
		39797.584	5										
		39797.949	4										
